URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE COMPLEX WORDS,FOG INDEX,AVG WORDS PER SENTENCE LENGTH,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE COUNT,PERSONAL PRONOUN COUNT,AVG WORD LENGTH
bctech2021,https://insights.blackcoffer.com/automated-campaign-management-system-a-comprehensive-solution-with-linkedin-and-email-integration/,33,5,0.7368420858725767,0.07480314945904892,9.584905660377359,0.297244094488189,3.952859901946219,9.584905660377359,151,393,841,0,7.4961832061068705
bctech2022,https://insights.blackcoffer.com/ai-driven-data-analysis-ai-tool-using-langchain-for-a-leading-real-estate-and-financing-firm-worldwide/,21,3,0.7499999687500013,0.03815580280102416,18.5,0.246422893481717,7.498569157392687,18.529411764705884,155,462,962,0,7.079399141630901
bctech2023,https://insights.blackcoffer.com/grafana-dashboard-to-visualize-and-analyze-sensors-data/,18,4,0.6363636074380178,0.04305283748913339,25.55,0.26418786692759294,10.325675146771038,25.55,135,400,818,0,6.847290640394089
bctech2024,https://insights.blackcoffer.com/mvp-for-a-software-that-analyses-content-from-audio-pharma-based/,27,8,0.5428571273469392,0.05460218400218068,22.103448275862068,0.32293291731669266,8.970552477271504,22.103448275862068,207,509,1155,0,7.3385518590998045
bctech2025,https://insights.blackcoffer.com/data-engineering-and-management-tool-airbyte-with-custom-data-connectors-to-manage-crm-database/,23,6,0.5862068763376939,0.04677419347294485,17.22222222222222,0.2645161290322581,6.994695340501792,17.22222222222222,164,489,973,0,7.177777777777778
bctech2026,https://insights.blackcoffer.com/text-summarizing-tool-to-scrape-and-summarize-pubmed-medical-papers/,35,6,0.7073170559190962,0.06202723137363505,17.394736842105264,0.2632375189107413,7.063189744406403,17.394736842105264,174,497,1075,3,7.2254901960784315
bctech2027,https://insights.blackcoffer.com/7up7down-10updown-snakes-and-ladder-games-built-using-oops/,20,4,0.66666663888889,0.03839999993856,13.88888888888889,0.2656,5.661795555555556,13.88888888888889,166,478,993,0,7.070686070686071
bctech2028,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function/,28,5,0.6969696758494038,0.04748201432016976,17.82051282051282,0.2446043165467626,7.226046854823834,17.82051282051282,170,535,1134,0,7.0755064456721914
bctech2029,https://insights.blackcoffer.com/end-to-end-tool-to-optimize-routing-and-planning-of-field-engineers-using-googles-cvrp-tw-algorithm/,39,12,0.5294117543252598,0.06790945397082629,16.68888888888889,0.31025299600532624,6.799656753957686,16.68888888888889,233,570,1349,7,7.337883959044369
bctech2030,https://insights.blackcoffer.com/end-to-end-tool-to-predict-biofuel-prices-using-ieso-data/,25,10,0.428571416326531,0.0551181101494203,19.84375,0.2440944881889764,8.035137795275592,19.84375,155,486,997,0,7.010183299389002
bctech2031,https://insights.blackcoffer.com/etl-discovery-tool-using-llma-langchain-openai/,22,5,0.6296296063100145,0.03321033206247192,18.906976744186046,0.24108241082410825,7.659223662004063,18.906976744186046,196,608,1168,0,7.006568144499179
bctech2032,https://insights.blackcoffer.com/gpt-ocr-api/,3,1,0.49999987500003124,0.01005025123102952,18.952380952380953,0.17839195979899497,7.652309164871979,18.952380952380953,71,281,467,0,6.419928825622776
bctech2033,https://insights.blackcoffer.com/dockerize-the-aws-lambda-for-serverless-architecture/,11,10,0.04761904535147403,0.037234042487173685,17.09090909090909,0.2730496453900709,6.945583494519664,17.12121212121212,154,423,925,0,7.472941176470588
bctech2034,https://insights.blackcoffer.com/design-and-develop-a-product-recommendation-engine-based-on-the-features-of-products/,34,27,0.11475409647944104,0.07227488143095394,19.627906976744185,0.2037914691943128,7.932679378375401,19.627906976744185,172,562,1231,0,7.086115992970123
bctech2035,https://insights.blackcoffer.com/database-discovery-tool-using-openai/,27,23,0.07999999840000004,0.08431703189828493,14.119047619047619,0.36593591905564926,5.7939934152413075,14.119047619047619,217,459,1143,0,7.651515151515151
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,28,11,0.4358974247205789,0.05891238661795712,12.75,0.256797583081571,5.202719033232629,12.75,170,502,1075,0,6.923529411764706
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,19,16,0.0857142832653062,0.05050505043217164,23.1,0.21933621933621933,9.327734487734489,23.1,152,550,1032,4,6.450980392156863
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,10,1,0.8181817438016598,0.03235294108131488,17.894736842105264,0.15294117647058825,7.219071207430341,17.894736842105264,52,248,421,1,6.555555555555555
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,5,1,0.6666665555555741,0.025104602405420073,17.071428571428573,0.21338912133891214,6.913927077106995,17.071428571428573,51,174,341,0,6.84180790960452
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,4,2,0.33333327777778704,0.02112676048899028,94.66666666666667,0.14084507042253522,37.92300469483568,94.66666666666667,40,226,380,0,6.62719298245614
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,4,3,0.1428571224489825,0.03888888867283951,60.0,0.22777777777777777,24.09111111111111,60.0,41,136,239,0,6.307142857142857
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,5,3,0.24999996875000394,0.03755868526967753,53.25,0.22065727699530516,21.388262910798122,53.25,47,170,321,0,6.393063583815029
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,5,2,0.4285713673469475,0.022580645088449532,51.666666666666664,0.1774193548387097,20.73763440860215,51.666666666666664,55,220,395,0,6.157657657657658
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,9,3,0.4999999583333368,0.024691357973886094,22.272727272727273,0.16872427983539096,8.976580621025066,22.272727272727273,82,267,506,0,6.821561338289963
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,6,6,0.0,0.03669724759419802,16.35,0.21100917431192662,6.624403669724771,16.35,69,242,437,0,6.434959349593496
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,5,2,0.4285713673469475,0.02928870280632342,17.071428571428573,0.20502092050209206,6.910579796772267,17.071428571428573,49,189,344,0,6.563157894736842
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,9,3,0.4999999583333368,0.03183023864236011,37.7,0.22546419098143236,15.170185676392576,37.7,85,278,536,0,6.814685314685315
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,5,3,0.24999996875000394,0.03940886680094154,29.0,0.23645320197044334,11.694581280788178,29.0,48,163,313,0,6.7073170731707314
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,7,5,0.16666665277777895,0.03287671223869394,22.8125,0.23835616438356164,9.220342465753424,22.8125,87,292,568,0,6.708609271523179
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,8,3,0.4545454132231443,0.039285714145408164,25.454545454545453,0.24285714285714285,10.27896103896104,25.454545454545453,68,228,441,0,6.794759825327511
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,17,4,0.6190475895691624,0.04174950289910636,26.473684210526315,0.27236580516898606,10.69842000627812,26.473684210526315,137,395,845,1,7.1158690176322414
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,15,3,0.6666666296296316,0.06122448958767181,15.473684210526315,0.1870748299319728,6.264303616183316,15.473684210526315,55,230,401,0,6.4978354978354975
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,9,2,0.636363578512402,0.03179190742256674,18.210526315789473,0.19653179190751446,7.362823243078795,18.210526315789473,68,245,470,0,6.747967479674797
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,12,4,0.4999999687500019,0.05245901622144585,11.73076923076923,0.16393442622950818,4.757881462799495,11.73076923076923,50,237,390,0,6.347280334728033
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,17,7,0.41666664930555625,0.07038123146515768,11.758620689655173,0.21700879765395895,4.790251794923653,11.758620689655173,74,258,462,0,6.431297709923665
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,24,9,0.45454544077135034,0.03933253868971092,14.271186440677965,0.24791418355184744,5.807640249691925,14.271186440677965,208,646,1311,2,6.727963525835866
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,10,7,0.17647057785467188,0.042183622724110116,22.38888888888889,0.22580645161290322,9.045878136200718,22.38888888888889,91,320,595,0,6.716049382716049
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,16,7,0.39130433081285515,0.04144144136677218,50.45454545454545,0.21621621621621623,20.26830466830467,50.45454545454545,120,449,840,0,6.854625550660793
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,11,13,-0.08333332986111125,0.08304498241160906,32.111111111111114,0.25259515570934254,12.945482506728183,32.111111111111114,73,237,479,0,6.820833333333334
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,8,3,0.4545454132231443,0.03767123274770126,42.0,0.2534246575342466,16.9013698630137,42.0,74,228,468,0,6.8478260869565215
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,8,5,0.23076921301775286,0.024344569242800432,16.6875,0.24531835205992508,6.7731273408239705,16.6875,131,389,783,0,6.723618090452261
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,12,5,0.4117646816609011,0.04249999989375,16.666666666666668,0.2,6.746666666666667,16.666666666666668,80,317,590,0,6.3734567901234565
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,6,11,-0.2941176297577865,0.04038004741002364,13.15625,0.21852731591448932,5.349910926365796,13.15625,92,310,626,0,6.4423076923076925
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,4,2,0.33333327777778704,0.018126888162758648,11.413793103448276,0.24773413897280966,4.664610896968434,11.413793103448276,82,258,496,0,6.855513307984791
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,9,5,0.2857142653061239,0.03932584258616336,23.733333333333334,0.2612359550561798,9.597827715355805,23.733333333333334,93,251,524,1,7.015686274509804
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,11,8,0.15789472853185638,0.08558558520006493,27.75,0.2702702702702703,11.208108108108108,27.75,60,169,357,0,7.162790697674419
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,15,6,0.4285714081632663,0.06069364144308196,15.727272727272727,0.23699421965317918,6.385706778770363,15.727272727272727,82,261,541,0,6.794776119402985
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,12,4,0.4999999687500019,0.05063291123217433,13.73913043478261,0.2563291139240506,5.598183819482664,13.73913043478261,81,236,494,0,6.807531380753138
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,8,5,0.23076921301775286,0.06403940855153001,18.454545454545453,0.23645320197044334,7.476399462606359,18.454545454545453,48,155,315,0,7.159235668789809
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,7,3,0.39999996000000404,0.06622516512433665,25.166666666666668,0.23178807947019867,10.159381898454747,25.166666666666668,35,113,218,0,7.017543859649122
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,7,9,-0.12499999218750048,0.08839778956686305,18.1,0.27071823204419887,7.34828729281768,18.1,49,143,302,0,7.215277777777778
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,9,6,0.19999998666666757,0.07936507894515832,21.0,0.2751322751322751,8.510052910052911,21.0,52,151,321,0,7.197368421052632
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,6,2,0.4999999375000079,0.05031446509236186,22.714285714285715,0.2893081761006289,9.201437556154538,22.714285714285715,46,123,252,0,7.346774193548387
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,6,9,-0.19999998666666757,0.07246376776587551,14.785714285714286,0.2946859903381642,6.032160110420981,14.785714285714286,61,162,355,0,7.245398773006135
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,11,2,0.6923076390532585,0.04290429028744459,14.428571428571429,0.23102310231023102,5.863837812352664,14.428571428571429,70,233,450,0,6.818565400843882
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,14,4,0.5555555246913597,0.05202312123692739,15.727272727272727,0.2514450867052023,6.391487125591172,15.727272727272727,87,272,554,0,7.216117216117216
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,9,4,0.3846153550295881,0.0374639768372796,17.35,0.207492795389049,7.02299711815562,17.35,72,287,554,0,6.646048109965636
bctech2078,https://insights.blackcoffer.com/data-transformation/,21,13,0.23529411072664383,0.0880829013262101,15.44,0.23056994818652848,6.268227979274612,15.44,89,310,598,0,6.533546325878595
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,8,1,0.7777776913580343,0.027777777692043898,17.05263157894737,0.24382716049382716,6.9185834957764785,17.05263157894737,79,255,495,0,6.850574712643678
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,12,0,0.9999999166666736,0.040677965963803506,24.583333333333332,0.2983050847457627,9.952655367231639,24.583333333333332,88,237,491,0,7.130252100840337
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,28,6,0.6470588044982705,0.049132947905877244,18.81081081081081,0.29624277456647397,7.642821434150914,18.81081081081081,205,562,1164,0,7.068783068783069
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,13,8,0.23809522675737013,0.05675675660336012,21.764705882352942,0.21891891891891893,8.793449920508746,21.764705882352942,81,278,563,1,6.753571428571429
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,6,1,0.7142856122449125,0.022364217180944994,17.38888888888889,0.28753993610223644,7.070571529996451,17.38888888888889,90,242,535,0,7.1234567901234565
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,3,3,0.0,0.025210083927688722,21.727272727272727,0.19327731092436976,8.768220015278839,21.727272727272727,46,168,321,0,6.098265895953757
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,8,3,0.4545454132231443,0.038194444311824845,20.571428571428573,0.2743055555555556,8.338293650793652,20.571428571428573,79,227,486,0,6.960869565217391
bctech2086,https://insights.blackcoffer.com/medical-classification/,6,5,0.09090908264462885,0.03197674409309086,19.11111111111111,0.2180232558139535,7.731653746770026,19.11111111111111,75,278,551,0,6.866906474820144
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,2,4,-0.33333327777778704,0.02205882344831315,20.923076923076923,0.23897058823529413,8.464819004524887,20.923076923076923,65,218,423,0,6.900452488687783
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,7,16,-0.39130433081285515,0.09349593457928482,18.923076923076923,0.3008130081300813,7.689555972482802,18.923076923076923,74,202,451,0,7.366336633663367
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,2,6,-0.4999999375000079,0.027027026935719504,17.41176470588235,0.21283783783783783,7.049841017488077,17.41176470588235,63,238,438,0,6.677685950413223
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,4,1,0.599999880000024,0.012437810914333804,33.5,0.2512437810945274,13.500497512437812,33.5,101,322,593,0,6.803076923076923
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,7,3,0.39999996000000404,0.032467532362118405,18.11764705882353,0.3246753246753247,7.376928953399542,18.11764705882353,100,252,564,0,7.038461538461538
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,11,1,0.8333332638888947,0.058536585080309345,51.25,0.2731707317073171,20.609268292682927,51.25,56,163,338,2,7.0181818181818185
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,6,5,0.09090908264462885,0.04135338330318277,16.625,0.24436090225563908,6.7477443609022565,16.625,65,204,417,0,7.029126213592233
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,14,2,0.7499999531250029,0.04953560356180928,23.071428571428573,0.2476780185758514,9.32764263600177,23.071428571428573,80,245,490,0,7.048780487804878
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,6,0,0.9999998333333611,0.022813688126183694,32.875,0.22433460076045628,13.239733840304183,32.875,59,201,408,0,6.721951219512195
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,8,0,0.9999998750000157,0.04166666644965278,96.0,0.3385416666666667,38.53541666666667,96.0,65,172,375,0,6.482558139534884
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,3,3,0.0,0.020547945135109776,17.176470588235293,0.19863013698630136,6.950040290088639,17.176470588235293,58,228,380,0,6.803418803418803
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,4,1,0.599999880000024,0.013888888850308641,13.333333333333334,0.2,5.413333333333334,13.333333333333334,72,273,471,1,7.097122302158273
bctech2099,https://insights.blackcoffer.com/web-data-connector/,4,0,0.9999997500000625,0.01129943499632928,11.419354838709678,0.1977401129943503,4.646837980681611,11.419354838709678,70,291,548,0,6.473154362416107
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,10,1,0.8181817438016598,0.04845814956626366,75.66666666666667,0.1894273127753304,30.342437591776804,75.66666666666667,43,207,411,0,6.138755980861244
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,6,5,0.09090908264462885,0.04280155625369044,85.66666666666667,0.2801556420233463,34.37872892347601,85.66666666666667,72,230,437,0,6.608695652173913
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,21,2,0.8260869206049165,0.029870129831337494,17.906976744186046,0.2662337662337662,7.269284204167926,17.906976744186046,205,587,1209,0,6.869782971619365
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,23,1,0.9166666284722238,0.031620553318022986,16.866666666666667,0.26613965744400525,6.853122529644269,16.866666666666667,202,605,1245,0,6.870491803278688
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,3,4,-0.1428571224489825,0.028688524472588014,17.428571428571427,0.2827868852459016,7.084543325526932,17.428571428571427,69,207,410,0,6.830917874396135
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,12,3,0.5999999600000027,0.048701298543177604,16.210526315789473,0.262987012987013,6.589405331510594,16.210526315789473,81,254,501,0,6.638132295719845
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,11,4,0.46666663555555765,0.06493506465396076,21.0,0.2857142857142857,8.514285714285714,21.0,66,194,388,0,7.015463917525773
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,9,5,0.2857142653061239,0.04605263142745845,19.0,0.23355263157894737,7.69342105263158,19.0,71,260,476,0,6.776923076923077
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,7,1,0.7499999062500118,0.03539822993186624,18.833333333333332,0.3008849557522124,7.653687315634219,18.833333333333332,68,183,402,1,7.478494623655914
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,9,1,0.7999999200000081,0.023310023255687592,26.8125,0.3006993006993007,10.84527972027972,26.8125,129,314,761,0,7.398773006134969
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,2,1,0.33333322222225925,0.013392857083067602,13.176470588235293,0.24553571428571427,5.368802521008403,13.176470588235293,55,183,370,0,6.912568306010929
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,8,3,0.4545454132231443,0.03793103435196195,15.263157894736842,0.23448275862068965,6.199056261343014,15.263157894736842,68,232,468,0,6.905172413793103
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,5,3,0.24999996875000394,0.030769230650887575,21.666666666666668,0.24615384615384617,8.765128205128205,21.666666666666668,64,213,423,0,7.055555555555555
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,4,6,-0.19999998000000202,0.025974025906560973,19.25,0.2571428571428571,7.8028571428571425,19.25,99,295,641,0,6.680781758957655
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,5,0,0.99999980000004,0.024630541750588465,25.375,0.23645320197044334,10.244581280788179,25.375,48,170,324,1,6.6725146198830405
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,41,5,0.7826086786389418,0.07033639132976087,13.08,0.2308868501529052,5.324354740061162,13.08,151,530,1033,0,6.734579439252337
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,11,0,0.9999999090909174,0.02428256065279788,14.15625,0.16777041942604856,5.72960816777042,14.15625,76,351,616,1,6.061797752808989
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,2,0,0.99999950000025,0.006289308156322931,19.875,0.18867924528301888,8.025471698113208,19.875,60,227,363,0,6.687224669603524
bctech2118,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,7,0,0.9999998571428775,0.03181818167355372,31.428571428571427,0.2772727272727273,12.682337662337662,31.428571428571427,61,198,399,0,6.636363636363637
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,8,4,0.3333333055555579,0.04633204615315813,12.333333333333334,0.20077220077220076,5.013642213642214,12.333333333333334,52,200,371,1,6.472906403940887
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,12,4,0.4999999687500019,0.03628117905605175,27.5625,0.19954648526077098,11.104818594104309,27.5625,88,349,648,0,6.23314606741573
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,7,0,0.9999998571428775,0.01678657070314971,24.529411764705884,0.17266187050359713,9.880829454083793,24.529411764705884,72,338,560,0,6.423529411764706
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,8,1,0.7777776913580343,0.03050847447285263,22.692307692307693,0.19661016949152543,9.155567144719688,22.692307692307693,58,229,434,0,6.286919831223629
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,20,3,0.7391304026465042,0.05311778278725685,30.928571428571427,0.18244803695150116,12.444407786209172,30.928571428571427,79,331,665,2,6.169491525423729
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,3,3,0.0,0.031088082740476256,27.571428571428573,0.22797927461139897,11.11976313841599,27.571428571428573,44,156,301,0,6.553459119496855
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,12,3,0.5999999600000027,0.04854368916328903,25.75,0.31715210355987056,10.426860841423949,25.75,98,253,581,0,7.26171875
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,7,9,-0.12499999218750048,0.025764895288623357,23.0,0.15458937198067632,9.26183574879227,23.0,96,473,782,0,6.039665970772442
